,comment,date
1397,"Photo shared by 【☆韓国垢☆】하루 on June 24, 2020 tagging @phs1116. 이미지: 사람 2명, 문구: 'KBS 2TV 수독 수목드라마'.","June 24, 2020"
1398,"Photo by 퓨어원스 🕊 on March 18, 2020. 이미지: 앉아 있는 사람들, 음료, 테이블, 실내.","March 18, 2020"
1399,"Photo by 장두완 on June 16, 2020. 사진 설명이 없습니다..","June 16, 2020"
1400,"Photo by Yuki * on September 03, 2020. 이미지: 사람 11명.","September 03, 2020"
1401,"Photo by allabouteve.kdrama on April 26, 2020. 이미지: 사람 1명, 텍스트.","April 26, 2020"
1402,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on May 21, 2020 tagging @geewonii, and @kim._.do_min. 이미지: 사람 1명.","May 21, 2020"
1403,"Photo by みん／韓ドラ🇰🇷 on May 13, 2020. 이미지: 사람 2명, 텍스트.","May 13, 2020"
1404,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on May 05, 2020 tagging @kimokvin. 이미지: 사람 1명.","May 05, 2020"
1405,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on June 11, 2020 tagging @kimokvin, @salt_ent, @sungcheol2, @geewonii, @tvndrama.official, and @historydnc. 이미지: 사람 6명, 문구: 'soompi Q QC8 c ""Arthdal Chronicles"" Reportedly Delays Production Of 2nd Season + Production Company Responds Jun Jun11,2020'.","June 11, 2020"
1406,"Photo by Haru on April 17, 2020. 이미지: 밤, 다리, 하늘, 실외, 물.","April 17, 2020"
1407,"#장동건 #박채림 #이브의모든것 
#張東健 #朴蔡琳
 #allabouteve #allaboutevekdrama #jangdonggun #chaerim #mbckorea #korea #kdrama #koreandrama #kdramascenes #happy #couple#together #drakor #drakorindo #bias #mbcdrama#mbc #viral",
1408,"Photo by Mr.Hwang 🐘 on August 12, 2020. 이미지: 사람 5명, 텍스트.","August 12, 2020"
1409,"Photo shared by ARTHDAL CHRONICLES INDONESIA on June 10, 2020 tagging @arthdalchronicles, and @arthdalchroniclesofficial. 이미지: 사람 2명, 서 있는 사람들, 실외.","June 10, 2020"
1410,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on September 07, 2020 tagging @netflix, @salt_ent, @netflixkr, @geewonii, and @tvndrama.official. 이미지: 사람 2명.","September 07, 2020"
1411,"Photo by 손정호 on June 29, 2019. 이미지: 그림.","June 29, 2019"
1412,"Photo shared by panda on June 11, 2020 tagging @phs1116, and @krnangel621. 이미지: 사람 2명, 문구: 'KBS2TV 수목드라마 슈츠 장동건 2018년 4월 25일 밤 10시 첫방송 박형식 STS SII'.","June 11, 2020"
1413,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on March 15, 2020 tagging @tvn_joy, @netflixkr, and @tvndrama.official. 이미지: 문구: 'Arthdal Chronicles with an ""A"" for Anxious for the next season"" L arthdal.br'.","March 15, 2020"
1414,".
전체 영상이 궁금하시다면!
유튜브에 '오늘의카툰' 또는 '선넘툰' 검색해주세요~!",
1415,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on March 12, 2020 tagging @tvn_joy, @netflixkr, @geewonii, and @tvndrama.official. 이미지: 사람 2명, 앉아 있는 사람들.","March 12, 2020"
1416,오랜만에 카메라에 관심가져주는 동건씨🥳❤️,
1417,"Photo by Dima_ on August 07, 2020. 사진 설명이 없습니다..","August 07, 2020"
1418,"Photo by ARTHDAL CHRONICLES 아스달연대기 on May 31, 2020. 이미지: 사람 2명, 어린이.","May 31, 2020"
1419,"Photo by Shim, Eun Ha  심은하 on April 24, 2020. 이미지: 사람 5명, 서 있는 사람들, 문구: 'R (주) 스포츠서울 21'.","April 24, 2020"
1420,"Photo by sawory on February 11, 2020. 이미지: 사람 2명, 텍스트.","February 11, 2020"
1421,"Photo by 키득키득 on August 26, 2020. 이미지: 문구: 'Kidk__kidk_ Kidk 장동건 젊은 시절 외모'.","August 26, 2020"
1422,"Photo shared by 김옥빈🌸Kim Ok Vin♥️Kim Ok Bin🇰🇷 on July 27, 2020 tagging @kimokvin. 이미지: 사람 1명, 앉기, 문구: 'Hello, Queen!! മI'.","July 27, 2020"
1423,"See you next season 2, Eunseom 💜💙",
1424,"Photo by 유머 , humor on June 19, 2020. 이미지: 사람 1명, 문구: '설상가상 시상하러 나온 장동건 ㅋㅋㅋ'.","June 19, 2020"
1425,"Photo by 모든날, 모든순간 on April 29, 2020. 이미지: 사람 2명, 문구: 'AAC 128K 여름이야기 무한궤도 無限軌道 1,108 유사곡'.","April 29, 2020"
1426,"Photo by 📣Before Account Songsong0723 on July 06, 2020. 이미지: 사람 1명, 근접 촬영.","July 06, 2020"
1427,"Photo by 박범진 on June 04, 2020. 이미지: 사람 4명, 텍스트.","June 04, 2020"
1428,"Photo by @koreanfilm_insight on May 14, 2020. 사진 설명이 없습니다..","May 14, 2020"
1429,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on March 15, 2020 tagging @geewonii. 이미지: 사람 1명 이상, 서 있는 사람들, 문구: 'L arthdalchroniclesfp arthd'.","March 15, 2020"
1430,"Photo shared by ARTHDAL CHRONICLES INDONESIA on June 03, 2020 tagging @arthdalchronicles, and @arthdalchroniclesofficial. 이미지: 사람 4명, 서 있는 사람들, 실외.","June 03, 2020"
1431,"Photo by iriko on August 13, 2020. 이미지: 사람 3명, 텍스트.","August 13, 2020"
1432,"Photo by Jules on August 17, 2020. 이미지: 사람 2명, 실외, 문구: 'RAMPAN'.","August 17, 2020"
1433,"Photo by Haemaru 《해마루》이차진료 동물병원 in 해마루 이차진료 동물병원. 이미지: 개, 텍스트.",
1434,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on July 08, 2020 tagging @kimokvin, and @tvndrama.official. 이미지: 사람 1명, 서 있음.","July 08, 2020"
1435,"Photo by Taekyu  Kim in Seoul, Korea. 이미지: 사람 1명, 서 있음.",
1436,"Photo shared by @gg.ksm39 on August 05, 2020 tagging @jongsuk0206, and @park_hee_soon. 이미지: 사람 4명, 문구: '누구도 건드릴 수 없는 없는 놈이 북에서 넘어왔다 <신세계> 박훈정 감독 작품 장동건 이종석 2017.08 대'.","August 05, 2020"
1437,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on June 07, 2020 tagging @netflix, @netflixkr, and @tvndrama.official. 이미지: 문구: 'Season 2 of Arthdal Chronicles please REE METOO'.","June 07, 2020"
1438,"Photo by mady on June 16, 2020. 이미지: 사람 2명.","June 16, 2020"
1439,"Photo by 잡지왈왈[walwal_magazine] on August 24, 2020. 이미지: 사람 1명 이상.","August 24, 2020"
1440,"Photo by 김율.31 on August 18, 2020. 이미지: 사람 11명, 서 있는 사람들.","August 18, 2020"
1441,"BGM：清新的小女孩
張東健蔡琳剪輯
#jangdonggun #張東健 #장동건 #张东健 #张东健蔡琳 ##チャンドンゴン",
1442,"Photo shared by 김지원 🌸 딩원~❤ KIM JI WON ❤ on March 21, 2020 tagging @geewonii. 이미지: 사람 1명, 서 있음, 바다, 하늘, 실외, 자연, 물.","March 21, 2020"
1443,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on May 09, 2020 tagging @kimokvin. 이미지: 사람 2명, 서 있는 사람들, 텍스트.","May 09, 2020"
1444,"Photo by 뽀롱뽀롱 끄적끄적 on February 23, 2020. 이미지: 사람 1명.","February 23, 2020"
1445,"Photo shared by ARTHDAL CHRONICLES 아스달연대기 on March 28, 2020 tagging @geewonii. 이미지: 사람 1명.","March 28, 2020"
1446,"Photo by moi on August 20, 2020. 사진 설명이 없습니다..","August 20, 2020"
1447,"Photo by 박노경 on June 22, 2020. 이미지: 사람 1명.","June 22, 2020"
1448,"Photo shared by 패션 & 스타일 (Fashion & Style) on May 20, 2020 tagging @kosoyoung_official, and @fashionandstyle.official. 이미지: 사람 1명.","May 20, 2020"
1449,"Photo by 최시원 on April 19, 2020. 이미지: 사람 1명, 음식.","April 19, 2020"
1450,"Photo shared by 김지원 🌸 딩원~❤ KIM JI WON ❤ on May 10, 2020 tagging @salt_ent, @geewonii, and @junsoojin803. 이미지: 사람 2명.","May 10, 2020"
1451,"Photo by 뽀롱뽀롱 끄적끄적 on August 26, 2020. 이미지: 사람 1명 이상, 텍스트.","August 26, 2020"
1452,"Photo by allabouteve.kdrama on August 09, 2020. 이미지: 사람 1명.","August 09, 2020"
1453,"#장동건 #박채림 #이브의모든것 
#張東健 #朴蔡琳
 #allabouteve #allaboutevekdrama #jangdonggun #chaerim #mbckorea #korea #kdrama #koreandrama #kdramascenes #happy #couple#together #drakor #drakorindo #bias #mbcdrama#mbc #viral",
1454,"Photo by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on May 15, 2020. 이미지: 사람 2명, 텍스트.","May 15, 2020"
1455,"Photo shared by 스트릿웨어 나우(Streetwear Now) on September 06, 2020 tagging @tojws, and @streetwearnow.official. 이미지: 사람 2명.","September 06, 2020"
1456,"#첫줄
#장동건 #아무튼 #장동건 #장동건 #아이고 #강동원
.
.
.
유머/이슈/TMI
매일 업데이트♥️@sigan_sunsakk
.
.
.
.

 #맞팔환영 #데일리 #소통 #선팔  #셀카 #좋아요 #좋튀 
#좋반 #좋아요반사 #daily #instagood #유머 #예능 #웃긴 #이슈
#유머스타그램
#fun#funny#ㅋㅋㅋ#ㅎㅎㅎ#tv#예능#핵잼#사진#영상",
1457,".
#장동건 #박채림 #이브의모든것 
#張東健 #朴蔡琳
 #allabouteve #allaboutevekdrama #jangdonggun #chaerim #mbckorea #korea #kdrama #koreandrama #kdramascenes #drakor #drakorindo #bias #mbcdrama#mbc #viral",
1458,"konflik baru dimulai... part ngeselin 🤧🤧🤧
.
.
.
#장동건 #박채림 #이브의모든것 
#張東健 #朴蔡琳
 #allabouteve #allaboutevekdrama #jangdonggun #chaerim #mbckorea #korea #kdrama #koreandrama #kdramascenes #happy #couple#together #drakor #drakorindo #bias #mbcdrama#mbc #viral",
1459,"Photo by エボルタNEOくん on August 25, 2020. 이미지: 사람 1명.","August 25, 2020"
1460,"Photo by 吳..! on March 21, 2020. 이미지: 사람 1명 이상.","March 21, 2020"
1461,"Photo by Takuji on February 22, 2020. 이미지: 사람 2명.","February 22, 2020"
1462,"Photo by @movie_in_square on April 10, 2020. 사진 설명이 없습니다..","April 10, 2020"
1463,"Don't mess with Taealha Tagon 😒

@kimokvin 
#kimokvin 
#kimokbin 
#arthdalchronicles 
#아스달 
#김옥빈 
#아스달연대기 
#taealha 
#thevilainess 
#태알하  #악녀 
#박쥐 
#시체가돌아왔다
#kimokvinvideos 
#장동건",
1464,"태극기 휘날리며(2003)
감독:강제규
장동건, 원빈
.
《OST-태극기 휘날리며OST》
""형, 이게 다 꿈이었으면 좋겠어. 이따가 눈 뜨면 우리 집 안방이고, 난 아침 먹으면서 형한테 얘기할거야. 정말 진짜 같은 이상한 꿈을 꾸었다고...형은 하나밖에 없는 내 형이잖아. 우린 반드시 같이 살아서 돌아가야 돼.""
.
줄거리: 1950년 6월.. 서울 종로거리에서 가족의 생계를 책임지기 위해 열심히 살아가는 ‘진태’(장동건)는 힘든 생활 속에도 약혼녀 ‘영신’(이은주)과의 결혼과, 세상에서 가장 소중하게 생각하는 동생 ‘진석’(원빈)의 대학진학을 위해 언제나 활기차고 밝은 생활을 해 나간다. 6월의 어느 날, 한반도에 전쟁이 일어났다는 호회가 배포되면서 평화롭기만 하던 서울은 순식간에 싸이렌 소리와 폭발음, 그리고 사람들의 비명 소리로 가득해진다. 이에 , 남쪽으로 피난을 결정한 ‘진태’는 ‘영신’과 가족들을 데리고 수많은 피난행렬에 동참하지만, 피난열차를 타기 위해 도착한 대구역사에서 거대한 운명의 소용돌이에 말려들고 만다. 만 18세로 징집 대상이었던 ‘진석’은 군인들에 의해 강제로 군용열차로 오르게 되고 ‘진석’을 되 찾아오기 위해 열차에 뛰어오른 ‘진태’ 또한 징집이 되어 군용열차에 몸을 싣게 된다. 평온한 일상에서 피 튀기는 전쟁터로 내 몰린 ‘진태’와 ‘진석’은 훈련받을 시간조차 없이 국군 최후의 보루인 낙동강 방어선으로 실전 투입이 되고 동생과 같은 소대에 배치된 ‘진태’는 동생의 징집해제를 위해 대대장을 만나게 된다. 대대장과의 면담을 통해 동생의 제대를 위해 자신이 해야 할 최선의 것이 무엇인지를 느끼게 된 ‘진태’는 그 무엇보다 동생의 생존을 위해 총을 들며 영웅이 되기를 자처하는데.. ‘진태’의 혁혁한 전과로 낙동강 방어선을 지키는데 성공한 국군은 인천상륙작전이 성공했다는 소식을 듣고 드디어 북진을 시작한다. 애국 이념도 민주 사상도 없이 오직, 동생의 생존을 위한다는 이유 하나로 전쟁영웅이 되어가고 있는 ‘진태’와 전쟁을 통해 스스로 강해져야만 살아남을 수 있다는 것을 깨달은 ‘진석’은 수많은 전투에서 승리를 거두며 승승장구 평양으로 향하는데, 생각지도 못했던 운명의 덫이 그들 형제를 기다리고 있었다.
.
.
후기(스포주의): 섬뜩함과 동시에 잊고 있던 걸 깨달은 기분이었다. 나는 1950년 6월 25일 이후로, 아직까지도 휴전 중인 우리나라의 군대로 8월 달에 입대를 한다. 통일할 줄 알았다, 그때 쯤엔. 그리고, 잊어 왔다. 6.25전쟁과 참전용사분들의 희생을. 휴전이라는 경각심과 전쟁에 대한 공포감, 형제애의 뜨거움을 보여준 영화지만, 영화가 끝난 후는 참전용사분들에 대한 감사함이 가장 컸다. 영화 얘기를 조금 해보자면, 동생을 위해서 대학도 안 가고 구두를 닦던 형인데, 두명 다 강제징병으로 최전선으로 끌려갔다. 형은 전쟁에서 적 대장을 생포하는 등 큰 일을 해내면 국가훈장을 받아 동생이 대신 제대해 어머니,동생들,약혼녀를 부양할 수 있다는 말에 전투가 날 때마다, 앞장서 죽을 각오로 싸운다. 그런 변해가는 형이 의아했던 동생은 자기를 위해서 그런다는 것을 알게 되었고, 형을 말리려 한다. 하지만 형은  그 공에 취한 것처럼 보였다. 형은 결국 훈장을 따내는 데 성공하지만, 약혼녀가 빨갱이 의심을 받아 죽고 동생도 빨갱이 의심을 받아 죽었다고 생각한 그는 분노로 북한군에게 투항한다. 나중에 이 소식을 알게 된 동생 진석은, 변해버리 형이 싫었지만, 자기 때문에 그런 것임을 알기에 형을 데려오려고 하고, 결국 적으로 만나게 되었다. 진태는 진석에게 꼭 살아 돌아가겠다고 말하고 돌려보내지만, 뒤돌아 북한군을 죽인 후에 자신도 북한군들의 총에 맞아 죽게 된다. 몇십 년 후, 참전용사의 유해 중 진태의 유해가 발견되고, 진석은 형의 유해를 껴안고 운다. 형의 모든 행동의 목적은 동생이었다. 대학 보내기 위해 구두를 닦고 만들고, 동생을 살리기 위해 목숨을 걸고..저 상황이 오면 누구든 감히 저런 행동을 할 수 있을까. 이런 끔찍한 전쟁 영화를 보니, 한 가지 생각만 든다. 무슨 일이 있더라도, 전쟁은 하면 안되며, 결국, 같은 민족이다. 언젠가는 평화롭게 휴전이 종전되기를 바란다.
.
#오늘의영화 #영화추천 #태극기휘날리며 #장동건 #원빈 #형이게다꿈이었음좋겠어 #이따가눈뜨면우리집안방이고 #난아침먹으면서형한테얘기할거야 #정말진짜이상한꿈을꾸었다고 #형은하나밖에없는내형이잖아 #우린반드시같이살아서돌아가야돼 #강제규
●●●●◑ 4.5점",
1465,"Photo shared by ARTHDAL CHRONICLES INDONESIA on June 08, 2020 tagging @arthdalchronicles, and @arthdalchroniclesofficial. 이미지: 사람 1명.","June 08, 2020"
1466,"Enak bener, sampe ditunggu sm Hyung Chul 🙈🙈🙈🙈. Nikmat mana yang kau dustakan Sunmi 🤧🤧🤧🤧
.
.
.
#장동건 #박채림 #이브의모든것 
#張東健 #朴蔡琳
 #allabouteve #allaboutevekdrama #jangdonggun #chaerim #mbckorea #korea #kdrama #koreandrama #kdramascenes #drakor #drakorindo #bias #mbcdrama#mbc #viral#aaefavescenes",
1467,"Photo by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on June 07, 2020. 이미지: 산, 텍스트, 자연, 실외.","June 07, 2020"
1468,"Photo by ❤︎Noriko❤︎( 노리코 ) on August 15, 2020. 이미지: 사람 1명 이상.","August 15, 2020"
1469,"Photo by 이효민 on May 01, 2020. 이미지: 사람 6명, 서 있는 사람들.","May 01, 2020"
1470,"🎬 ""My Dear Loser Series: Monster Romance"" 😍😍⁣⁣⁣
.⁣⁣⁣
.⁣⁣⁣
🎬 YANG UDAH NONTON GIMANA PENDAPATNYA? WRITE ON COMMENTS⁣⁣⁣
❤ TAG SAHABAT KAMU UNTUK JOIN BARENG DISINI.⁣⁣⁣
JANGAN LUPA TURN ON NOTIFICATIONS ❤⁣⁣⁣
.⁣⁣⁣
.⁣⁣⁣
.⁣⁣⁣
.⁣⁣⁣
.⁣⁣⁣
#indokdrama #송중기 #송혜교 #본방사수는나의길 #thewindblows #kdramaseries #leesieon #deathsong #hanhyojoo #jingoo #dojiwon #아스달연대기 #장동건 #태양의후예 #jangdonggun #asadalchronicles #arthdalchronicles #은섬 #宋仲基 #김옥빈 #토일드라마 #kdramafever #kdramaworld #dramakorean #loveaffairsintheafternoon#absoluteboyfriend",
1471,"~ 😁😁
See you next season 2, Eunseom and Saya fighting!
Cr; moonlightsdream.tumblr.com",
1472,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on May 17, 2020 tagging @okji0_. 이미지: 사람 1명.","May 17, 2020"
1473,"Photo by 나의사랑들🥰 on September 04, 2020. 이미지: 사람 1명 이상, 문구: '이 사람 누구게?!'.","September 04, 2020"
